User,Comment Date,Comment
KOstanek51,"January 3, 2021",My daughter has used this several times and absolutely loves the pin.. 
waxxos,"January 2, 2021",It dries out really quickly. During one night the ink dries out. (I use de Artemis document ink)
kimkayborgman,"December 30, 2020",My son loves this new pen. Great quality and fast shipping. 
msav364,"December 23, 2020","I like the way this pen feels in my hand. It's easy to hold when writing for
long stretches and the ink flows very nicely from the nib. It suit me perfectly
and I really enjoy using it."
alexis.heng.13,"December 21, 2020","Extremely easy to set up, and a very smooth and comfortable write! This pen just
hits different. "
tombadyna,"December 12, 2020",Excellent.
jamethom,"November 20, 2020",Excellent fountain pen for the money.
michael,"November 3, 2020","It is personal. I just don't care for the grip section. Everything else about
the pen is great. "
cruzjenina79,"October 22, 2020",Good pen for fountain pen beginners.
juanlgarcia014,"October 5, 2020",Not as smooth as my metropolitan 
bjsaxo,"September 28, 2020",Its just like in the description and reviews. Nice pen for beginners. 
Dcwhited,"September 8, 2020","Works like a charm. I use it for sketching on a variety of paper including
textured watercolor paper"
fourguns,"August 24, 2020",Very smooth
Avery,"July 31, 2020","This is my first fountain pen and I absolutely love it. I have a joint condition
and overgrip to compensate for the instability causing pain so I’m trying to
train myself away from that and a pen not reliant on pressure helps. I also like
the look of this pen, matte dark charcoal with a black tip instead of the usual
shiny silver.It’s beginner friendly enough that I was able to replace the ink in the
cartridge with my own Noodlers El Lawrence (my favorite) using a syringe I had.
Putting it back together was no problem so if anyone is turned off by the
proprietary cartridge limiting options, I wouldn’t be. "
interestingwhelp,"July 31, 2020","I love this pen, it's what I use every day at work. This was my first plastic
body pen which I was dubious about at first but I've come to love how
lightweight it is. I also like the little window on the side that lets you see
at a glance how much ink you have left. I bought the LAMY converter which I also
highly recommend. "
jamestheryan,"July 8, 2020","Love this pen! A friend advised me to purchase it and I’m glad i did. Perfect
weight, feel, and flow. I even bought a 1.5 nib for it. "
Anton von Grunberg,"May 18, 2020","I am writing this review in addition to the review I have already written for
this pen. I gave it the same star rating as my previous review because I am
writing this second review to add that I also did not receive the pen warranty
card with this packaging that normally comes included with Lamy pens. "
Birdiebrain,"May 14, 2020","Very smooth. I like that the fine Lamy nibs are on the bolder side, makes for a
nice ink flow. I'm also loving the stealthy finish on this pen. I have named him
Batman."
michael.a.cheng,"March 23, 2020","Classic design. Virtually indestructible. Lightweight, good for long writing
sessions. Some with unusual pen grips may find the molded grip section to be
awkward to use though."
fennell67,"March 18, 2020",A satisfying pen to write with
thetadrex,"March 9, 2020","     The Lamy fountain pen is a great pen that is well made and writes smoothly.
The shape of the pen and it’s grip design is comfortable to use, reducing the
amount of tension when using the pen for an extended amount of time. The surface
texture of the pen has a smooth interior with a minimal granular exterior that
improves the surface grip, reducing any type of sliding when in use. Inserting
the pen cartridge is not difficult and the design of the pen itself makes it
easy to install the ink cartridges for any user. The overall quality and
construction of this pen is great, maintaining a consistent quality of ink flow
and usability.     "
andy.tran.88,"January 7, 2020","a great-feeling fountain pen that is good for starters and pairing it with a
converter allows for a fountain pen newbie like me to try out different inks.
The fine nib also lets me write very clearly despite how messy my handwriting
is."
Anon,"December 23, 2019","I like this pen very much. I wish I had known that ""Charcoal Black"" means...dark
brown though. Actual Charcoal is a greyish-black, which is what I was expecting.
But it writes beautifully. "
chicxulub01,"December 19, 2019","I wish the pen had a little more weight to it. It writes well and has a good
built in clip. Give it a try!"
jos.ephhh,"September 11, 2019",Better than Metropolitan
jumpflash,"August 24, 2019","As my first fountain pen I did not know what to expect. I find this tool to be a
joy to use and to hold. My only regret was in not getting a brighter color to
take advantage of the unique plastic body."
Tink,"July 1, 2019","Love this pen. Have it inked with Diamine Blue Black. Smooth writing, every
time."
a.cheng06,"June 13, 2019","Great starter fountain pen. My dad had fountain pens and I always thought they
were too small and heavy to use regularly. This one is super light and fits very
comfortably in my hand."
ftony06,"March 1, 2019","Love the pen. I use it almost all the time. In fact I like it better than my
Mont Blanc - I certainly use it more than the MB. It’s become my go to pen.
Love the feel. It’s simple design yet rugged at the same time, but without the
tactical look of many pens these days. The fine nib is perfect. Very nice
fountain pen. "
afterthevowz,"February 26, 2019","I love this pen, I think I might have liked the extra fine a little bit better,
but am pleased with this purchase. "
mykohl,"January 7, 2019","Owing to how highly this pen comes recommended for beginners, I purchased one as
part of my small ""starter bundle,"" which also included a Kaweco Liliput, and
Pilot Metropolitan. I've used each pen for a bit, now, and all three are quite
nice. Of the lot, though, I have to say that the Safari I appreciate the least,
thus far. Don't get me wrong -- it has it's merits, and writes nicely. I do like
the ergonomic finger rests, at times, but not necessarily all the time. For my
taste, the pen is a little too light -- for a full-sized pen, I think I prefer
the considerable heft of the Pilot Metro. All that said, I will definitely use
this pen from time to time, and would not hesitate to recommend it to anyone, to
at least try. There isn't anything about it that makes it difficult or finicky
to use, that's for sure."
olsenart1418,"November 16, 2018","Great pen, starts perfectly every time."
s  l,"October 17, 2018","I had thought about buying this pen for a long time before eventually doing so,
since it is so well-advertised and highly regarded as a reasonably priced,
classic design. It was surprisingly light (to the point of feeling cheap) and
the fine nib sure doesn't seem so fine.  It came in a neat paper box, but aside
from that I am mostly unsatisfied."
ac6vc,"August 23, 2018","After watching several videos on pen and ink/watercolor drawings using a Lamy
Safari pen I had to try one..You know how even though you have lots of pens and brushes there is alway a few
that become favorites, well that's what the Lamy is for me right out of the
box...  Love this pen, in fact so much I orders another in Extra Fine as well.It feels great in the hand, flows juicy , and if you using the fine nib I can
flip it over and draw with the back side of the nib to get finer lines, like two
pens in one.As usual great customer service from Jet and really fast shipping..I'm a happy camper.."
khall100,"August 21, 2018",Love it
jasph92,"May 21, 2018",Smooth writing
marydriscoll81,"May 15, 2018","I have several fountain pens and as a leftie, not all of them provide that
completely natural experience that makes writing feel like an art form rather
than a chore. The Lamy Safari makes me want to find more reasons to write
because using it is pure joy."
aqueoustransmegan,"February 19, 2018",One of my fave Lamy pens. I love the matte texture on it.
dmauiblkpnay,"February 14, 2018",It's a little scratchy but still like it
freeman5262,"August 14, 2017",A very smooth writing pen.
anastasiavixen,"July 24, 2017","Love this pen! For drawing and writing, on multiple types of paper :)"
mtasto,"June 29, 2017","Great pen. Light weight which is great for every day use. I usually carry my pen
in a front pocket, and this one doesn't weight the pocket down. Good ink flow.
Fine nib allows just thick enough for my taste. Only negative is it can
sometimes have a slightly rough movement when writing, but that point is being
very picky."
keighsie,"April 19, 2017","The perfect companion, Lamy does it right with the Safari.  Charcoal is a slate
gray, almost black but not quite, leaving you a very classy textured body.  The
fine nib is quite wide and I switch most of my Lamys into Extra Fine based on
preference.  As always, they write extremely smoothly.  I feel bougie as heck
having a Lamy collection, and I love it."
smith,"March 17, 2017","Amazing pen. The flow is stellar and smooth, and I look forward to swapping out
my nibs in the future to try other sizes. The converter has this nifty feature
where it locks into place, so I don't sweat the fact that the pen sometimes gets
bumped around in my jacket pocket. This pen is really at the sweet spot of
quality and price- it's not so expensive that you would hate to lose it (or so
fancy that you would be hesitant to just toss it in your pocket), but it is a
quality writing instrument. I look forward to trying out some of the Lamys that
are in the higher range, but this really gives me confidence that those will be
stellar writing instruments. The fine nib is pretty wet, which I like, but that
sometimes means that with thinner paper one can only use one side. I can foresee
this pen being my workhorse pen from here on out!"
parr.daniel,"January 27, 2017","Once I got the nib tuned, the pen writes wonderfully! Comfortable to hold, great
looks, excellent flow. Overall a wonderful pen, even more so because of the
great price point. I considered a Safari for years, and I'm very glad I finally
bought one. Plus, the ability to easily change out nibs is wonderful, in case I
want to let the muse take me and write with a stub nib for a day or two!"
thegreatusername,"October 7, 2016","There aren't a lot of negative things one can say about this pen. It writes
incredibly smoothly, looks very professional, the ABS plastic body is incredibly
durable, it has a nice weight, and the cartridge-fed Lamy inks are pretty nice
as well (the blue-black ink is my personal favorite.) The Lamy Safari will
definitely be part of my everyday carry for a while."
1976,"July 6, 2016","This pen is amazing! I use this pen for sketching and drawing. Lightweight and
precise, the fine nib is a good size for details and if you need finer detail
you can use the back of the nib. It's like having two size nibs in one!! I would
recommend this pen to anyone who wants an easy to use/great design fountain pen
for art. "
e 2g4,"June 18, 2016","Great fountain pen. Looks nice, feels nice. Great for the price."
macfpowell,"June 1, 2016",Absolutely love this pen! 
marievanpelt,"May 31, 2016","I have SO MANY fountain pens spanning the last sixty years....most require some
'finesse' to write with them.  Thus it is GREAT to have a pen that writes
without being tricked into working :-)"
cantinadiva,"April 1, 2016","Absolutely love the pen, it's very light and I love the grip section. "
cantinadiva,"March 22, 2016","I adore this pen, this is my second Lamy (I have a ballpoint also). It writes
smooth and has also made me slow down my writing. Lines are crisp and ink
doesn't feather on a legal pad or a Rhodia. I plan on ordering the same pen in
Medium and Bold nibs. Very happy with this purchase."
takeit211,"March 14, 2016","This is my first fountain pen. It is of good quality, attractive in appearance,
and writes very nicely. It is very light weight yet appears to be of sturdy
construction. "
jenyarose,"February 20, 2016","It's not the weird triangular grip that did me in. It's the lip!! There's a
horrible lip at the bottom of this grip that you literally stub your finger into
every time you're writing. If you like to hold the pen with a low grip you will
not be happy with the lip. Had to return this, but I must say it was an absolutely buttery nib, perfect
flow and wonderful writing experience...except for the terrible finger stubbing
discomfort of the dreaded lip!"
jontiveros77,"February 17, 2016","best  writing and fun  and light weight pen ever. worth the money and wish I had
one in  each colour "
Jatasgo,"February 9, 2016","I enjoy this pen a lot. It is really nice and ergonomic. The only issue I have
which is my own fault, was that I ordered the wrong size nib. For me I enjoy a
broader nib and the fine nib is really fine to me. Also, the ink is a little
sub-standard but it works well enough."
melinda.guebert,"January 14, 2016","Nice pen. The plastic mold grip takes a bit of getting used to. But for my first
fountain pen, I'll count it as a win."
Setter Rob,"January 10, 2016","A wonderful pen. It would be the best EDC I could imagine but for one issue: The
snap-on cap, after a lot of use, tends to become unreliable. I have had it come
off in at least three shirts and a pair of cargo shorts, only one item of which
could be salvaged. The company replaced my pen cap, twice, but I now carry this
pen in my messenger bag. For my pocket or shirt placket I have switched to a
little TWSBI with a crew-on cap."
eckored2369,"June 29, 2015","Money well spent on this pen.  I use it as my daily writing utensil and I get
complimented all the time and asked where I got it. I had a couple of Co workers
ordering from here because they loved the pen so much.  The only thing I should
have done differently is order more refills because I'm going through about a
cartridge a week. But that was me not thinking about it while ordering. The pen
is smooth and the ink dries fairly quickly and that's huge because I'm a lefty.
I recommend this pen and plan on ordering a few different colors and nib sizes
for my collection."
WildBill,"June 25, 2015",Great pen. Comfortable to hold. Writes smooth.
rmmlawyer,"June 13, 2015","I have the fine point and it writes smoothly on various papers.  I use it with
the optional Z24 converter that in my opinion should have been included with the
pen. I am using Pilot blue-black ink in the pen with no issues.  Ergonomics are
OK but sometimes I need to reposition my grip due to the flat spots and also I
need to be sure the cap is clipped with the spring clip away from hand.  The
all-black stealth color a nice cool factor along with the stiff wire pocket clip
that provides a secure attachment to my pocket.  The cap and body are plastic
making the pen feel very light and cheap in hand.  If this pen had a metal body
I would give it 5 stars. The ink level window is a nice touch but  not necessary
and detracts from the lines of the pen as do the flat areas the windows are
located in my opinion. The cap is round and the body has two flat areas."
ealderson,"June 9, 2015","Comfortable to hold.  Rugged enough to to every-day-carry.  Writes like a much
more expensive pen."
lmegyei,"May 6, 2015","Great pen, I use it every day. I haven't used a fountain pen since elementary
school in Europe, but have been meaning to get one. I finally settled on a Lemy
Safari and I'm so glad I did. It writes smooth and I can throw it in a bag
without worrying about it getting scratched or leaking. Handwriting is such a
pleasure again. "
pattykeene,"April 8, 2015","so smooth. my first fountain pen and this is the one to try! There's nothing
comparable to writing with a fountain pen!"
vaughn.weiss,"March 25, 2015","Great pens, writes well. Too light and while the guide indentations are helpful,
attempting subtle adjustments feels off because of the prominence of the grip."
bcoombes,"March 9, 2015",Love this pen
rmichaelwall,"January 28, 2015","I have tried several other fountain pens and this is by far my favorite. The ink
flows smoothly, my hand doesn't get tired from using it, and it is the perfect
weight. I am looking forward to buying several more so I can have them for home
and work. "
dprince59,"November 4, 2014",Very good pen for the price. Use it for taking notes in my college courses. 
Two Time an Anus,"November 4, 2014","Really nice. No problem getting the ink to flow that you might get with cheaper
fountain pens. I prefer the extra fine nib slightly to the fine nib for most
situations. But the fine nib is nice to have too."
aja1301,"March 6, 2013","All around wonderful pen.  The grip looks a bit odd at first but, it is actually
really comfortable to use.  I enjoy writing with this pen so much that I
completely emptied the cartridge that comes in it within the first day! For only
28 dollars.. you cannot go wrong with the Lamy Safari."
anjin_m,"October 17, 2012","While this pen worked very well for me for about a year it eventually started to
leak. Around the nib, at first I thought it was nib creep but upon further
inspection it appears there is a crack in the feed. I really like this pen
otherwise. It served me well in writing rapid-fire notes and I like it's shape
and it's feel in my hand, if I was sure it would not leak I would buy another in
an instant."
kowalcht,"September 15, 2012","I see people all the time talking about how great the other pens they have arebut that they use the Lamy all the time because its writes so well and is
inexpensiveso why bother with the more expensive ones? Well I have several of the other
brands$$$ and I use the LAmy more than any of the others. It doesn't dry out and
writesgreat I have no complants at all about it. If you are new to fountain pen and
are lookingfor a starter pen to see how you like it pick a Lamy."
maybe8675309,"September 4, 2012","This is the first fountain pen I've owned that cost over $16. My past experience
is with the Platinum Preppy and the Sailor Candy. This pen is a whole world of
awesome, especially when comparing it to the nasty Sailor Candy pen. I am using the Lamy Safari Fountain Pen with the fine nib, the converter, and
Waterman ink. The pen flits easily across the page whether I'm writing slowly or
quickly. The only time I've had skipping is when I was using it on a card
purchased at Papyrus - obviously it was the stock and not the pen. I probably
wrote twenty pages in my journal within 1.5 days of purchasing this pen because
I just wanted to keep experiencing it.  The pen looks like a $3 office pen. There is nothing that screams, ""Awesome
pen!"" when you look at it. I tried the one that looks just like this but has an
aluminum body, and that pen was far too heavy for me to be happy. If it needs to
be cheap looking in order to be an ideal writing instrument for me, so be it :-)
I just hope no one walks away from my desk with it when I use it at work. It has
a very similar appearance to one of the cheap brands they purchase for office
supplies."
stinkyFur,"August 25, 2012","LOVE this pen. It writes like ""Butta""!!  It's my Go-to pen for work and play. I
also bought a Med pt. and like this one better. Also bought a shiny version of
this, and I like this matte finish better.  Great smooth writing pen. "
andywcc24,"August 20, 2012","Awesome pen, smooth, light weight, and great value.."
andywcc24,"June 23, 2012","If you have never used a fountain pen or a Lamy product before, you wont be
disappointed... Excellent pen and a good price.. I own 3 different Safari's and
I love them all.."
hrtharp,"May 19, 2012","I love this pen! This was my first Lamy and I fell in love with it. I used to have a very
expensive fountain pen that got stolen. I always wanted another but decided to
buy an economical one to start. Boy, am I glad I did! I've bought several more
fountain pens since this one and its still my everyday go to pen. (even over my
Lamy Al-star!) The shape of the pen was odd but once I held it and started writing, it fit like
a glove. Its very comfortable to hold for a long period of time without my hand
hurting, which happens quite a bit with smaller or too large pens.  Flow is even and doesn't skip. Everything from handmade Italian papers to
regular printing papers, it wrote like a dream. There is one cheap post it I
have that it doesn't agree with but it's most likely the ink, not the pen. Pen
writes beautifully without skips but ink on that post it is blotchy. Otherwise,
its a thing of beauty. I bought the fine nib and am perfectly happy with it but I need to purchase an
extra fine nib. I prefer my nibs small. If you're used to Asian pens, mainly
Japanese, this fine feels more like a medium. "
schiang68,"May 18, 2012","This pen is great-- very light, comfortable to hold, and lays down ink very
smoothly.  It's stylish in an understated way and feels tough enough to take
anywhere, which means that it'll get a lot more use than my possibly-too-pretty
Watermans.  Also, you get some nice flexibility from the fact that the nibs are
easy to change."
jvsgabriel,"April 7, 2012","I liked this pen a lot, it just looks cool, and being German, it works
flawlessly.  I have to say that form follows function in this pen.  I was a bit
dissapointed with the line thickness, as it writes a bit too thick for me.  I
was to later read that Japanese/Asian pens write more finely than European ones.
 So a European fine is more like a medium in the Asian pen standard.  Which
makes sense to me, cause if you are writing Chinese Characters, you will need a
very fine line indeed to write clearly with a fountain pen.  That being said,
the line quality was perfect, it never skipped and wrote more wet, but never
smudged.  I also loved the little window to see just how much ink was left in
the comverter.  All in all a very nice pen.  "
indianinker,"March 28, 2012","I am an illustrator , I like to draw with fountains more than write , if you
want to see my review on lamy  please visit this link to know  our combination.http://www.flickr.com/photos/anwartheartist/7024424385/in/photostream/"
maggot360,"February 29, 2012","I really love this fountain pen, it writes smoothly and feels very light in the
hand.  I like the simplistic look of the pen and clip and recommend this to
anyone who wants an economical and high quality fountain pen."
mariowolfe,"February 11, 2012","Hello fellow JetPens visitors, I've been using this fine nib'd Lamy Safari in charcoal black for about 4 years
with the converter from JetPens using only Noodler's Bulletproof Black ink which
I picked up here as well. This pen has been my go-to pen for improving my writing and for almost every
subject in college for these past 3-4 years. I highly recommend it to anyone who
likes fountain pens, as this pen never skips and never needs to be tempered in
order to get it going. All you need to do is remove the cap and the ink flows if
you have ink in it. Most reliable of all my fountain pens. I'm writing this review now because I have seen this pen in the new Liam Neeson
movie , The Grey, which is out in theaters now. I got excited and decided to get
on here and check out the inventory again.  Buy this pen... do it."
scotthintz,"January 19, 2012","This is my new favorite everyday carry pen. I routinely carry it in a shirt
pocket and have never had a problem with leakage. The built in window gives me
plenty of warning before I run out of ink so I am not caught without a working
pen.  Service at Jet Pens was great. No surprises. Prompt delivery. "
katie.dowdle,"January 13, 2012","So glad I ordered this pen! It is definitely the smoothest writing fountain pen
I've tried so far. Very comfortable to hold, but the design does look bulky even
in person. "
k95j01,"December 6, 2011","Out of the box, amazing. I was overwhelmed by how relatively better it was
compared to my cheaper pens. After a while, a couple of minor things started
happening. With my pen, I am using the converter with Rohrer and Klingner
Alt-Goldgrün and noticed the normal writing wasn't shading as well as I wanted,
but it was still smooth, so it wasn't a big deal. After a couple of days,
however, the flow was even better, the writing was even smoother, and I got a
hang of loading ink into the pen properly. Completely satisfied. Next stop,
webnotebook... :("
tanabebrad,"December 5, 2011","The Safari is a perfect introduction to the fountain pen world.  It is
inexpensive, easy to maintain, is built well, has good ergonomics, and flows
well with nearly any ink. I used the cartridge that came with the pen, but have switched to a converter
with Diamine Asa Blue.  The ink flows extremely well and is very enjoyable to
write with.  The triangular grip fits nearly any hand, but I personally prefer a
rounded grip.  You can post the cap on the pen, but I feel it makes the pen
quite top-heavy, so I use the Safari unposted. Much has already been said about this pen, but I feel the clip doesn't get
enough recognition.  This trademark clip is subtle but very practical, allowing
the pen to sit deep in the pocket while gripping the cloth reasonably well.  My
favorite aspect of the clip is that it curves upward towards the end, allowing
me to slip it quickly and easily into my pocket using only one hand!"
k95j01,"December 1, 2011","Absolutely night and day. Compared to my other pens, notably cheaper, pens
(Pilot Penmanship and Plumix, and Platinum Preppy) its absolutely perfect
comparatively. Smoother, nearly as fine, similar, but better, grip. I loaded it
with the converter. I had problems keeping the nib in the ink, but that is the
bottle, not the converter or pen. Loaded with Rohrer & Klingner Alt-Goldgrün,
blew me away. Mind you, this is mediocre paper. And it is amazing still."
jane,"November 24, 2011","I hesitated to order this pen because of the low price but after reading the
reviews I decided to try one.  Do yourself a favor and get one.  The pen does
not leak, it writes very smooth and the only reason I did not give it 5 stars is
because once in a while it will hesitate at the very beginning of a word but it
is a minor amount  I have pens that cost a lot more money that do not write any
better.  So far I have only used cartridges since the converter does not come
with the pen."
SelfIsolation09,"November 20, 2011","Great pen, wish the tip was a bit thinner, but I guess that's just how German
fountain pens are. It also tends to collect ink at the top(nearest the hand) of
the nib... I'm used to it, but sometimes when I let somebody borrow my pen..they
get ink all over their fingers :P Great pen though!"
jane,"November 5, 2011","I am back to buy another pen just like the first one I bought.  They are smooth
and do not skip and scratch.  So far I have only used cartridge ink and I want
another one to keep at home and one in my purse.  Get one and you will not be
sorry.  It even writes smooth on cheap paper!"
stitchinmaniac,"October 13, 2011","I really like Lamy pens because the design is so good, and they are durable. I
thought I would love this fountain pen, but found that the nib was a bit
scratchy for my taste. I'm thinking of purchasing a larger nib to swap out to
see if this makes a difference for me.  Also, I don't always write with a heavy hand, but when I do, the scratchiness is
very evident, even on my Rhodia paper. And, although I love the design, I can't
use this for long note-taking sessions because the grip is so hard.  So, I use
it for short notes and such.  My fav fountain pen for long note-taking sessions
is my Pelikan P55 Future fine tip.   If you don't often have fatigue in your hands when writing for long periods of
time, this is a great pen."
ddmcd,"September 14, 2011","I have the Aquamarine model. A beautiful pen! Having the right kind of paper for
writing makes a big difference, I've found."
dcamin24,"August 27, 2011","I am new to using a fountain pen, and this is the best pen I have never held. I
love the grooves for the index finger and thumb, it fits perfectly in my hand.
Its light but very well built. Though for a fine nib, the line does seem a bit
thicker. It does write extremely smooth. I do prefer to use the pen without
posting as it does not distribute the weight equally with the cap on. "
jysung,"November 13, 2010","This is a wonderful, durable fountain pen that\'s great for first-time FP users,
but also expressive enough for veteran users."
tradernat,"May 5, 2010","Bought and dislike.  I expect my fountain pens to write smoothly and flow consistently. Wth F nib,
this thing is scratchy and inconsistent. It disturbs me. I adjust it to write
smoothly and consistently by opening up the tins, but this makes the lines broad
instead of fine. With this adjustment, it makes writing a little more tolerable,
I still get better performance from my under $20 Jinhao pen.  I also use a slightly more expensive Pilot Cavalier that writes fine lines as I
would expect - smooth and consistent. If I had to do it again, I would pass on
this pen."
ngocduanguyen,"February 1, 2019",the product arrived is not what I ordered
Paul Hobart,"September 25, 2018","The Lamy Safari, matching its reputation, provides a smooth and consistent ink
flow. The triangle-shaped grip helps get a proper hold on the pen. The clip is a
bit big, but it works well. All that is good, but... the pen just feels cheap!
Lamy is very upfront about the type of plastic they use, and brag about the
""sturdy ABS plastic"" on their website. To be fair, the plastic is very sturdy,
impact resistant, and has an expected life of 50+ years. It is also very cheap
and easy to produce. There's not much heft to the pen, which only adds to the
feeling that it is cheap. It feels like the designers spent all their time and
effort on the writing mechanism, and then ran out of money. The nib writes like
a $50 pen, but the body feels like a $0.59 pen."
kadi.ashby,"May 17, 2014","Simply the best pen for the money.  I picked up a couple Metropolitans with fine
nibs when they came out in Japan, and am happy to see they are finally available
domestically.  I like this nib much more than the medium which I find a little
wide for everyday use (mostly note taking).  The fine nibs on these pens are
beautiful.  Very smooth, medium wetness, perfect for my uses. The Metropolitan
is absolutely the best value out there, don't hesitate to buy one for yourself."
Bannef,"December 3, 2016","I'm disappointed that I can't like it. What everyone says is true - it is well
made, it looks very expensive, and the nib writes like a dream, but I find it
too heavy, and my hand grows uncomfortable very quickly while using it. I have a
mild case of carpal tunnel which I think is part of the problem, so if that's an
issue for you, you might want to take the weight into account. But I know people
without carpal tunnel who also find heavier pens uncomfortable, it's also an
issue of personal preference. The heft is part of what makes it feel expensive, and I could see someone else
loving that same trait (which is why I still gave it a good number of stars) but
I just can't use it.I also tried an extra fine Lamy Safari at the same time, and although I don't
like the nib half as much, I have used that one much more than the Metropolitan
because it is more comfortable.Since then I have bought the Pilot Kakuno, which is the best of both worlds. I
have heard it is the same nib as the Metropolitan (with a smiley face added of
course), and I don't know that for sure, but it certainly writes just as well. I
wish I had bought the Kakuno to begin with, but now I know to avoid heavy pens
in the future, and I'm glad I found that out with a $15 pen instead of a $150
one! I am considering buying a Prera next, for days when I feel like looking a bit
more grown up than the Kakuno suggests. People say paying twice as much (the
Prera is around $30 while the Metropolitan is about $15) for inferior materials
is silly, and I get what they are saying, but if I can't use the Metropolitan
comfortably then it's not worth it.In conclusion, the Metropolitan works just as well as they say, but luckily
there are other options if it's not a good fit for you. And thank you Jetpens,
for making all of those options affordable and convenient!"
red251410,"June 17, 2014","Excellent fit & finish for such a price! The fine nib is more like a Western extra-fine. It's sharp but smooth.  I filled
the pen with Noodler's Ellis Island blue black and it wrote well right out of
the box.  After some writing, I decided I wanted a wetter flow and adjustment
was simple.  The nib and feed are friction-fit, they pulled out easily, and I
used .001 and .002 brass shims to open the space between the tines just a
little.  The nib and feed fit back in place in the section smoothly, and the ink
flow was perfect for me after that minor adjustment. All Metropolitan fountain pens have exactly the same black grip section that
holds the nib and feed. The nib and feed are similar to the nib and feed of the
Pilot 78G, but the Metropolitan's brass barrel and cap are much sturdier and
durable.  The cap goes on the barrel with a positive, firm-fitting, secure snap,
and it doesn't rotate around like on my more expensive Lamy Studio.  Also, if
one desires, the Metropolitan's cap can be firmly posted on the barrel. The Pilot Metropolitan, at the price, is an amazing, excellent value. Thanks to
JetPens for offering this fine writing instrument!"
robthornton,"December 1, 2014","This is my first fountain pen and I'm definitely enjoying it.  I appreciate that
it came with a case.  The big downside (and the only reason not to make it a
four or five) is that the cap doesn't attach securely.  I can't carry this pen
in my shirt pocket since the simple process of grasping it by the cap and
pulling it out of my pocket will bring the cap but leave the pen.  The pen then
slips to the side and the danger is that I'd get ink on my shirt.  So that's the
big problem with the Metropolitan - the cap doesn't attach securely so the
slightest pressure will release the pen."
slade,"December 16, 2014","I really enjoy this fountain pen. I use mine with Pelikan 4001 brilliant black,
I haven't even touched the cartridge that came with it. Extremely smooth writing
nib and such a good looking pen for only fifteen dollars. The cap is nice a
secure and keeps this pen from drying out very well. Not only is it great for
first timers to fountain pens but it looks so great that it is hard to pass up
for such a low price. It is also heavier than I though, or at least expected, and that is a good
thing. Doesn't feel cheaply made, has a nice solid feel to it."
Nils P,"March 18, 2016","I love the fact that Pilot made this pen and sold it without an artificial
price. This pen is pure function in a sleek package, the perfect entry pen. For
those seeking to climb the ladder of status or marginal returns, there are other
slightly better pens out there, but as the rung of the ladder goes higher, there
exists a point where the reins are handed over to placebo. This pen is not quite
there, but darn close. I recommend going with the CON-50 twist piston converter as it is much cleaner
to use compared to the stock converter, despite the marginally smaller ink pool.
If you are interested in italics, the nib of the Pilot Plumix will screw right
on this pen, as will the mentioned converter on the Plumix. Buy this pen. I did, and I love it!"
geekforgreek,"November 23, 2015","Best pen for this price, best pen for a much higher price too. Try it with
Iroshizuku ink and fall in love!"
behlinrw,"February 22, 2017","I ordered the 'fine nib' variety of the Pilot Metro pen by mistake, but I didn't
return it.  It was simply too impressive for that fate.  So I ordered another of
its kind with a medium nib.  Two easy-to-use and inexpensive writing
instruments!But I did have a problem -- I then got carried away, ordering another pen:  a
$100 KAWECO one.  So now I am thoroughly spoiled!As a retired professor, I'll assign yet more grades: to these three items.  'A+'
to all three, and only because I'm a ""low grader""! ."
jjesse3d,"October 2, 2016","This pen is my first fountain pen, and it is by FAR the best pen that I ever
had. I bought a 10ml bottle of J. Herbin Perle Noire to go with it, and the
combination is fantastic. I have had this pen for about 2 months now. I use this
as my every day pen, and was originally using it to hand write a novel, but
since classes started I've been using it to write 5-15 pages of notes per week.The pen weighs more than any other pen that I've used, and I find that to be
quite comfortable ( I might even prefer a larger/heavier pen). I bought this
instead of the Lamy Safari because this looks more traditional, and I've heard
bad things about the clip on the Lamy. Regardless of some of the other reviews
that I've read, I find the cap to be very secure. I carry it clipped to the
inside of my shirt pocket almost every day without a problem. I bought a CON-50 converter to go with it, and that is all that I've used, so I
can't comment on the included one. The case that it comes with is nice, but the
see through window is flimsy. I have but a few tiny nicks in the finish on the
body from carrying it in my pocket with keys (I won't do that again), and the
bright brass metal contrasts very sharply with black finish. Lastly, I find the
Japanese Fine Nib to be very smooth, more so than any gel pen that I have used,
and bleeds VERY little on el cheapo notebook/copy paper, only a tiny bit more
than the G2. This certainly will not be my last fountain pen, but my research tells me that
it is the best pen I could have bought below $50, and maybe, dare I say, even
$100. Sure, pricey pens my be better (larger, heavier, better finish, have the
lever filler that I want SO badly), but not everybody can (or wants to) spend
$100+ on a pen, so for it's price, and even as a whole, this pen is definitely 5
stars. "
