Product Name,Product Code,Product Price,Product Link
خط چشم نمدی لاین اکسپرس کالیستا,16897,"۱۲۰,۴۸۰ تومان",https://rojashop.com/shop/cosmetic/%D8%AE%D8%B7-%DA%86%D8%B4%D9%85-%D9%86%D9%85%D8%AF%DB%8C-%D9%84%D8%A7%DB%8C%D9%86-%D8%A7%DA%A9%D8%B3%D9%BE%D8%B1%D8%B3
فوم شستشوی صورت بایومارین,23245,"۲۶۴,۷۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%84%D9%88%D8%B3%DB%8C%D9%88%D9%86-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D8%A8%D9%87-%D8%AD%D8%A7%D9%84%D8%AA-%D9%81%D9%88%D9%85
کرم مراقبتی آبرسان حاوی روغن آرگان او وی اس,20252,"۱۵۶,۹۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%A7%D9%82%D8%A8%D8%AA%DB%8C-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D8%A2%D8%B1%DA%AF%D8%A7%D9%86-%D8%A7%DB%8C%D9%84
کرم دور چشم ژوت,25052,"۱۱۰,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%AF%D9%88%D8%B1-%DA%86%D8%B4%D9%85-9
سرم ضد چروک و سفت کننده پوست صورت و گردن بایومارین,23221,"۷۱۵,۹۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B3%D8%B1%D9%85-%D8%B6%D8%AF-%DA%86%D8%B1%D9%88%DA%A9-%D9%88-%D8%B3%D9%81%D8%AA-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%BE%D9%88%D8%B3%D8%AA-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88-%DA%AF%D8%B1%D8%AF%D9%86
ریمل حجم دهنده واندر ولوم کالیستا,16899,"۱۶۶,۸۸۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DB%8C%D9%85%D9%84-%D8%AD%D8%AC%D9%85-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%88%D8%A7%D9%86%D8%AF%D8%B1-%D9%88%D9%84%D9%88%D9%85
کرم آبرسان کلاژن پمپی کامان,24002,"۱۱۶,۷۳۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%DA%A9%D9%84%D8%A7%DA%98%D9%86-%D9%BE%D9%85%D9%BE%DB%8C
ژل شستشوی صورت مخصوص پوست چرب کامان,19733,"۹۹,۷۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%D9%8A-%D8%B5%D9%88%D8%B1%D8%AA-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
کرم رطوبت رسان بایومارین,23225,"۴۹۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B1%D8%B7%D9%88%D8%A8%D8%AA-%D8%B1%D8%B3%D8%A7%D9%86
کرم آبرسان سنسیتیو کامان,19728,"۶۲,۹۱۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D8%B3%D9%86%D8%B3%DB%8C%D8%AA%DB%8C%D9%88
ادو پرفیوم مردانه بیچ هات آمواژ,13354,"۱۱,۲۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D8%A8%DB%8C%DA%86-%D9%87%D8%A7%D8%AA
کرم ضد چروک حاوی کلاژن بایومارین,23240,"۶۰۸,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B6%D8%AF-%DA%86%D8%B1%D9%88%DA%A9-%D8%AD%D8%A7%D9%88%DB%8C-%DA%A9%D9%84%D8%A7%DA%98%D9%86
سرم تنظیم کننده و متعادل کننده چربی پوست بایومارین,23217,"۶۷۷,۲۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B3%D8%B1%D9%85-%D8%AA%D9%86%D8%B8%DB%8C%D9%85-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D9%85%D8%AA%D8%B9%D8%A7%D8%AF%D9%84-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%DA%86%D8%B1%D8%A8%DB%8C-%D9%BE%D9%88%D8%B3%D8%AA
کرم شب پریم,20146,"۳۲۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B4%D8%A8
کرم تقویتی ضد پیری مولتی اکشن او وی اس,20251,"۸۸,۹۹۰ تومان",https://rojashop.com/shop/behdashti/%D8%AA%D9%82%D9%88%DB%8C%D8%AA%DB%8C-%D8%B6%D8%AF-%D9%BE%DB%8C%D8%B1%DB%8C-%D9%85%D9%88%D9%84%D8%AA%DB%8C-%D8%A7%DA%A9%D8%B4%D9%86
ماسک روشن کننده و شفاف کننده صورت بایومارین,23248,"۲۷۲,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%B4%D9%81%D8%A7%D9%81-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%B5%D9%88%D8%B1%D8%AA-1
کرم ضد لک و روشن کننده قوی درماتیپیک,27792,"۱۹۹,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B6%D8%AF-%D9%84%DA%A9-%D9%88-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%82%D9%88%DB%8C
فلوئید مرطوب کننده و آبرسان پوست چرب درماتیپیک,27789,"۱۴۳,۸۲۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%84%D9%88%D8%A6%D9%8A%D8%AF-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
ژل ضد جوش بایومارین,23219,"۲۳۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B6%D8%AF-%D8%AC%D9%88%D8%B4-2
کرم آبرسان مردانه کامان,20277,"۵۷,۳۳۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87
ضد آفتاب مینرال رنگی +SPF50 بژ طبیعی ژیل بوته,20618,"۳۵۹,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B3%D9%84-%D8%A7%DA%A9%D8%AA%DB%8C%D9%88-%D8%B6%D8%AF%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D9%85%DB%8C%D9%86%D8%B1%D8%A7%D9%84-%D8%B1%D9%86%DA%AF%DB%8C-%D8%A8%DA%98-%D8%AA%DB%8C%D8%B1%D9%87-%D8%A7%D8%B3-%D9%BE%DB%8C-%D8%A7%D9%81-50
کرم  آبرسان لوندر مناسب پوست چرب او وی اس,20622,"۸۱,۷۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D9%84%D9%88%D9%86%D8%AF%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
کرم آبرسان مو هیر واتر حاوی بیوتین، زینک و بپانتین کامان,26405,"۱۵۷,۰۰۰ تومان",https://rojashop.com/shop/hair/%DA%A9%D8%B1%D9%85-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D9%85%D9%88-%D9%87%D9%8A%D8%B1-%D9%88%D8%A7%D8%AA%D8%B1-%D8%AD%D8%A7%D9%88%DB%8C-%D8%A8%D9%8A%D9%88%D8%AA%DB%8C%D9%86-%D8%B2%DB%8C%D9%86%DA%A9-%D9%88-%D8%A8%D9%BE%D8%A7%D9%86%D8%AA%DB%8C%D9%86
اسپری تونر بهار نارنج عارضی,27830,"۷۲,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%A7%D8%B3%D9%BE%D8%B1%DB%8C-%D8%AA%D9%88%D9%86%D8%B1-%D8%A8%D9%87%D8%A7%D8%B1-%D9%86%D8%A7%D8%B1%D9%86%D8%AC
کرم مرطوب کننده و آبرسان قوی Hydra Active تیوبی ژوت,25062,"۵۶,۲۵۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D9%82%D9%88%DB%8C-hydra-active
کرم کنترل کننده چربی و جوش درماتیپیک,27788,"۱۷۹,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%A9%D9%86%D8%AA%D8%B1%D9%84-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%DA%86%D8%B1%D8%A8%DB%8C-%D9%88-%D8%AC%D9%88%D8%B4
تقویت کننده مژه ام تو بیوتی,13409,"۴,۵۴۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%AA%D9%82%D9%88%DB%8C%D8%AA-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%DA%98%D9%87
ماسک و نرم‌کننده موی هیر واتر حاوی بیوتین و زینک کامان,25146,"۱۱۰,۰۰۰ تومان",https://rojashop.com/shop/hair/%D9%85%D8%A7%D8%B3%DA%A9-%D9%88-%D9%86%D8%B1%D9%85-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%88%DB%8C-%D9%87%DB%8C%D8%B1-%D9%88%D8%A7%D8%AA%D8%B1-%D8%AD%D8%A7%D9%88%DB%8C-%D8%A8%DB%8C%D9%88%D8%AA%DB%8C%D9%86-%D9%88-%D8%B2%DB%8C%D9%86%DA%A9
شامپو ضد ریزش و محرک رشد مو حاوی کافیین سریتا,22111,"۸۸,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%B6%D8%AF-%D8%B1%DB%8C%D8%B2%D8%B4-%D9%88-%D9%85%D8%AD%D8%B1%DA%A9-%D8%B1%D8%B4%D8%AF-%D9%85%D9%88-%D8%AD%D8%A7%D9%88%DB%8C-%DA%A9%D8%A7%D9%81%DB%8C%DB%8C%D9%86
کرم پودر انواع پوست SPF10 حاوی ویتامین E روبی سان,25710,"از ۳۴۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%DA%A9%D8%B1%D9%85-%D9%BE%D9%88%D8%AF%D8%B1-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%BE%D9%88%D8%B3%D8%AA-spf10-%D8%AD%D8%A7%D9%88%DB%8C-%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-e
ادو تویلت مردانه تهران لیلا حاتمی,16269,"۶۱۴,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D8%AA%D9%88%DB%8C%D9%84%D8%AA-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
رژ لب جامد حاوی ویتامین E روبی سان,25725,"۱۱۹,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DA%98-%D9%84%D8%A8-%D8%AC%D8%A7%D9%85%D8%AF
کانسیلر مایع روبی سان,25813,"از ۱۸۸,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%DA%A9%D8%A7%D9%86%D8%B3%DB%8C%D9%84%D8%B1-%D9%85%D8%A7%DB%8C%D8%B9-5
پنکیک روبی سان,25691,"از ۲۴۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%BE%D9%86%DA%A9%DB%8C%DA%A9-14
هایلایتر پودری روبی سان,25816,"از ۲۲۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%87%D8%A7%DB%8C%D9%84%D8%A7%DB%8C%D8%AA%D8%B1-%D9%BE%D9%88%D8%AF%D8%B1%DB%8C-1
کرم پودر پلاس ضد آب SPF10 روبی سان,25716,"از ۳۵۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%DA%A9%D8%B1%D9%85-%D9%BE%D9%88%D8%AF%D8%B1-%D9%BE%D9%84%D8%A7%D8%B3-%D8%B6%D8%AF-%D8%A2%D8%A8-spf10
ماسک آبرسان صورت بایومارین,23247,"۲۷۲,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D8%B5%D9%88%D8%B1%D8%AA
سرم نرم کننده مو پریم,24298,"۱۹۰,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B3%D8%B1%D9%85-%D9%86%D8%B1%D9%85-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%88
ژل شستشوی صورت مخصوص پوست نرمال کامان,19734,"۹۹,۷۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%D9%8A-%D8%B5%D9%88%D8%B1%D8%AA-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%BE%D9%88%D8%B3%D8%AA-%D9%86%D8%B1%D9%85%D8%A7%D9%84
ریمل حجم دهنده روبی سان,25721,"۲۱۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DB%8C%D9%85%D9%84-%D8%AD%D8%AC%D9%85-%D8%AF%D9%87%D9%86%D8%AF%D9%87-8
بی بی کرم رطوبت رسان رنگی بژ طبیعی بایومارین,23227,"۲۱۶,۳۰۰ تومان",https://rojashop.com/shop/cosmetic/%DA%A9%D8%B1%D9%85-%D8%B1%D8%B7%D9%88%D8%A8%D8%AA-%D8%B1%D8%B3%D8%A7%D9%86-%D8%B1%D9%86%DA%AF%DB%8C-%D8%A8%DA%98-%D8%B7%D8%A8%DB%8C%D8%B9%DB%8C
ماسک خواب دور چشم ژنو,35957,"از ۳۰۰,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AF%D9%88%D8%B1-%DA%86%D8%B4%D9%85
ماسک خواب صورت ژنو,35955,"از ۲۸۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B5%D9%88%D8%B1%D8%AA
ماسک رسی پاک کننده قوی کربن هیدرودرم,21612,"۱۶۳,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%B1%D8%B3%DB%8C-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%82%D9%88%DB%8C-%DA%A9%D8%B1%D8%A8%D9%86
پرایمر صورت بایوتیک پوست چرب ژنو,24597,"۲۳۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%BE%D8%B1%D8%A7%DB%8C%D9%85%D8%B1-%D8%B5%D9%88%D8%B1%D8%AA-%DA%98%D9%86%D9%88-%D8%A8%D8%A7%DB%8C%D9%88%D8%AA%DB%8C%DA%A9-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
روغن بدن کنسانتره 6 گیاه کامان,25015,"۱۹۹,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B1%D9%88%D8%BA%D9%86-%D8%A8%D8%AF%D9%86-%DA%A9%D9%86%D8%B3%D8%AA%D8%A7%D9%86%D8%AA%D8%B1%D9%87-6-%DA%AF%DB%8C%D8%A7%D9%87
کرم کاسه ای پوست خشک آووکادو کامان,17511,"۸۹,۷۳۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%A9%D8%A7%D8%B3%D9%87-%D8%A7%DB%8C-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D8%A2%D9%88%D9%88%DA%A9%D8%A7%D8%AF%D9%88
کرم ابرو سریتا,22120,"۱۳۳,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%A7%D8%A8%D8%B1%D9%88
اسپری تونر اسطوخدوس عارضی,27831,"۷۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%A7%D8%B3%D9%BE%D8%B1%DB%8C-%D8%AA%D9%88%D9%86%D8%B1-%D8%A7%D8%B3%D8%B7%D9%88%D8%AE%D8%AF%D9%88%D8%B3
سرم ضد چروک و روشن کننده ویتامین C مدیلن,24606,"۲۴۸,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B3%D8%B1%D9%85-%D8%B6%D8%AF-%DA%86%D8%B1%D9%88%DA%A9-%D9%88-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-%D8%AB
کرم وازلین بهداشتی پمپی کامان,17520,"۸۹,۷۳۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%88%D8%A7%D8%B2%D9%84%DB%8C%D9%86-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D9%BE%D9%85%D9%BE%DB%8C-1
ضد آفتاب فاقد چربی SPF50 بایومارین,23241,"۳۴۴,۱۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B6%D8%AF%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D9%81%D8%A7%D9%82%D8%AF-%DA%86%D8%B1%D8%A8%DB%8C-%D8%A8%D8%A7-%D8%A7%D8%B3-%D9%BE%DB%8C-%D8%A7%D9%81-50
کرم پمپی ب کمپلکس پوست چرب آرگان کامان,17518,"۱۳۴,۱۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%BE%D9%85%D9%BE%DB%8C-%D8%A8-%DA%A9%D9%85%D9%BE%D9%84%DA%A9%D8%B3-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8-%D8%A2%D8%B1%DA%AF%D8%A7%D9%86
ماسک شب جوانسازی پوست لکسیون,17336,"۶۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%B4%D8%A8-%D8%AC%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B2%DB%8C-%D9%BE%D9%88%D8%B3%D8%AA
ماسک و اسکراب تسکین دهنده پوست لکسیون,17339,"۷۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D9%88-%D8%A7%D8%B3%DA%A9%D8%B1%D8%A7%D8%A8-%D8%AA%D8%B3%DA%A9%DB%8C%D9%86-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%BE%D9%88%D8%B3%D8%AA
ضد آفتاب بژ روشن ضدچروک پوست چرب و مختلط SPF50 بایومارین,23238,"۴۲۹,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B6%D8%AF-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%B6%D8%AF%DA%86%D8%B1%D9%88%DA%A9-%D8%A8%D8%A7-%D8%A7%D8%B3-%D9%BE%DB%8C-%D8%A7%D9%81-50-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A8%D8%B1%D8%A7%DB%8C-%D9%BE%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%DA%86%D8%B1%D8%A8-%D9%88-%D9%85%D8%AE%D8%AA%D9%84%D8%B7
ژل شستشوی صورت مخصوص پوست خشک کامان,19732,"۹۹,۷۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%D9%8A-%D8%B5%D9%88%D8%B1%D8%AA-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9
لوسیون نارگیل مرطوب کننده و آبرسان بدن ژوت,25178,"۱۲۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/los-on-n-r-l-mrtob-nndh-o-brs-n-bdn
کرم ساینده و پاک کننده پوست بایومارین,23236,"۲۳۰,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B3%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D9%88-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%BE%D9%88%D8%B3%D8%AA
کرم آبرسان ویتامین C پمپی کامان,24001,"۱۱۶,۷۳۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-%D8%B3%DB%8C-%D9%BE%D9%85%D9%BE%DB%8C
ماسک رسی لایه بردار هیدرودرم,21617,"۱۷۸,۰۲۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%B1%D8%B3%DB%8C-%D9%84%D8%A7%DB%8C%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1
پرایمر بلک دایموند مای,20004,"۱۹۲,۲۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%BE%D8%B1%D8%A7%DB%8C%D9%85%D8%B1-1
ریمل نانو ام تو بیوتی,13408,"۹۹۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DB%8C%D9%85%D9%84-362
دستمال مرطوب لاک پاک کن قوطی کامان,25535,"۶۷,۹۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%84%D8%A7%DA%A9-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86-%D9%82%D9%88%D8%B7%DB%8C
کرم آبرسان Q10 پمپی کامان,24003,"۱۱۶,۷۳۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-q10-%D9%BE%D9%85%D9%BE%DB%8C
ریمل حجم دهنده این لی,16846,"۱۱۰,۵۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DB%8C%D9%85%D9%84-%D8%AD%D8%AC%D9%85-%D8%AF%D9%87%D9%86%D8%AF%D9%87-2
مایع پاک کننده آرایش مناسب پوست های چرب و جوش دار بایومارین,23252,"۴۷۸,۹۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%DB%8C%D8%B9-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%DA%86%D8%B1%D8%A8-%D9%88-%D8%AC%D9%88%D8%B4-%D8%AF%D8%A7%D8%B1
مرطوب کننده 24 ساعته پریم,20148,"۳۱۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-24-%D8%B3%D8%A7%D8%B9%D8%AA%D9%87
پک استوایی بایومارین,26616,"۲۱۶,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%BE%DA%A9-%D8%A7%D8%B3%D8%AA%D9%88%D8%A7%DB%8C%DB%8C
کرم مرطوب کننده و آبرسان پوست خشک درماتیپیک,27790,"۱۴۳,۸۲۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9
کرم روشن کننده پوست بایومارین,23234,"۵۳۶,۹۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%BE%D9%88%D8%B3%D8%AA
شامپو بدون سولفات هیر واتر مخصوص موهای چرب کامان,26400,"۱۴۵,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%A8%D8%AF%D9%88%D9%86-%D8%B3%D9%88%D9%84%D9%81%D8%A7%D8%AA-%D9%87%D9%8A%D8%B1-%D9%88%D8%A7%D8%AA%D8%B1-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%85%D9%88%D9%87%D8%A7%D9%8A-%DA%86%D8%B1%D8%A8
خط چشم ماژیکی ضد آب مای,25119,"۸۸,۹۶۰ تومان",https://rojashop.com/shop/cosmetic/%D8%AE%D8%B7-%DA%86%D8%B4%D9%85-%D9%85%D8%A7%DA%98%DB%8C%DA%A9%DB%8C-%D8%B6%D8%AF-%D8%A2%D8%A8
ژل کرم مرطوب کننده و بازسازی کننده مناسب پوستهای چرب و آسیب دیده سبوما آردن,20456,"۱۶۲,۴۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA%D9%87%D8%A7%DB%8C-%DA%86%D8%B1%D8%A8-%D9%88-%D8%A2%D8%B3%DB%8C%D8%A8-%D8%AF%DB%8C%D8%AF%D9%87-%D8%B3%D8%A8%D9%88%D9%85%D8%A7
ریمل حجم دهنده کاپریس,8771,"۴۴۴,۶۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DB%8C%D9%85%D9%84-%D8%AD%D8%AC%D9%85-%D8%AF%D9%87%D9%86%D8%AF%D9%87-6
